20536	24451	45
23176	11781	41
12579	1503	23
19631	28450	4
23101	6739	44
29219	9841	23
23493	25004	41
29194	24789	2
4145	12426	37
9593	1023	34
25004	28973	45
696	4028	15
18394	2045	4
444	25091	42
22176	12475	12
23180	11465	43
5338	1410	27
6414	10006	38
27618	5031	25
19662	14880	12
20350	26992	46
2229	15619	48
5199	2892	50
4262	11980	12
1758	8863	4
651	8929	34
12009	17304	37
2341	6212	40
13983	2614	18
2629	14504	35
27622	9390	36
7994	1386	15
12269	8064	43
9267	1466	7
28214	13059	39
12133	25582	28
13327	21794	42
543	10108	5
21309	24414	3
8152	18870	18
500	19772	22
3984	18150	32
26623	8835	17
18034	9953	12
2066	27130	49
28218	28749	16
7651	25029	43
22693	10473	29
11393	15854	37
21887	18076	19
13496	24951	25
19267	11242	40
10089	28719	37
14704	2078	11
13847	19278	35
7478	8585	4
18882	18094	24
16248	5595	23
23575	27045	37
23262	5788	9
20023	2872	47
23403	14241	19
980	15580	1
5054	23751	2
2242	29268	22
9709	17165	43
14309	10719	18
21016	18479	39
10464	27827	12
18550	10434	31
13594	7149	23
3031	23968	49
14505	25370	3
4497	18630	30
4096	9021	21
3849	12503	29
10343	13032	2
22092	19647	37
19086	11359	14
3325	18294	12
18876	10753	23
20869	15435	50
22465	5698	18
19511	27070	44
9164	10827	23
11845	10946	17
17181	18308	31
26883	16567	24
6552	5927	10
18371	13125	36
15955	7921	31
1089	16648	45
14747	27766	17
16885	9747	14
9732	26831	45
22700	25519	48
24910	16043	34
3710	17659	6
28707	29721	47
29322	7180	14
22670	26558	36
775	23432	47
10996	3178	9
25203	12394	27
5621	17121	37
1048	11341	27
19937	5539	37
29735	25404	23
28377	27155	29
22944	29950	6
9535	21362	21
18275	29588	17
20272	2740	13
4365	23061	41
12058	8857	35
19427	21414	13
22340	17018	5
18828	19220	32
29138	11944	1
20853	29439	27
18776	4449	19
22513	9296	12
13322	20640	37
13423	11445	4
21834	19428	34
29227	20687	40
8166	18327	4
28823	236	28
27210	15180	30
26386	21050	29
19067	18966	41
12617	7019	38
14074	8352	36
14107	23953	37
3031	20796	1
3163	6003	45
19503	6970	14
26011	16977	44
810	9907	10
27911	2855	37
15202	16658	33
7567	7651	15
4780	8799	17
18209	2025	16
14984	25750	17
442	21218	8
18825	1645	1
23653	17642	39
16405	16105	18
5823	10703	4
5775	4273	17
22182	397	3
29119	25731	35
9411	22894	38
14034	1400	22
19191	1332	40
28465	23736	13
27397	13761	38
9064	13024	38
25723	25456	19
3582	21391	45
26276	9975	1
8180	7850	15
17487	7141	26
15637	13254	15
7687	6169	30
22941	25722	32
24241	16913	29
2412	6952	18
16443	1505	13
17715	26760	45
4015	23867	32
12067	19286	18
15471	16891	31
25440	20714	24
760	1099	33
21486	1959	38
23385	21368	37
12467	20394	43
23931	11813	31
28895	26389	7
22640	15098	44
296	17428	48
5959	7328	24
1169	24351	23
25489	15946	47
3593	21941	44
23484	12385	6
26942	8356	44
21907	26011	36
23627	26446	34
24041	5945	20
5670	24580	23
5199	2892	25
16355	25566	31
7002	17258	13
2238	27734	43
2378	19000	16
15060	12533	20
2022	24856	37
29013	27979	37
27129	16951	6
21658	5173	45
22498	6193	42
23451	13083	30
5977	1302	11
19896	14661	19
24830	27443	22
27616	16432	11
1977	254	23
20874	4308	13
18136	27366	46
13910	11794	7
6512	27723	9
3086	27984	9
13827	15291	29
8226	23352	6
16387	26518	11
7080	20181	6
26637	20462	3
2103	29081	11
29271	20008	41
12066	1977	14
3331	26194	35
22182	9617	20
15724	17102	2
4524	29494	8
8642	9144	24
19010	18860	48
9571	1444	11
23695	2646	19
2346	29275	50
29565	6299	22
7209	11496	7
10434	3118	28
24091	21557	1
17616	6356	49
16568	20961	43
1014	29252	16
103	10770	26
8912	251	11
9935	8224	16
14646	19694	36
11795	28099	8
18403	2460	30
23380	25365	14
1780	15731	10
4286	17636	8
3046	27801	38
15656	23632	11
4523	28056	39
3473	1974	23
783	25280	37
10888	25304	22
24198	19277	40
19859	10966	19
27062	7887	2
12953	11790	21
12310	21846	49
20557	10800	13
21553	12104	39
18765	23119	50
20608	8551	21
26463	15285	25
17394	6266	30
10579	7715	45
8003	17665	23
5503	28897	29
3329	7327	39
4063	19649	4
15426	29276	13
4968	2904	40
555	4909	41
18885	20461	14
1116	16633	20
26874	5622	42
11399	5238	38
12126	8228	21
3846	25094	13
7353	24228	18
2571	13004	24
1938	6102	6
21942	24412	39
29107	17968	2
3403	5243	28
17135	18618	31
6298	25442	17
24445	21094	36
13069	980	49
15305	19153	4
10720	24955	21
10426	22924	41
8423	6915	19
21658	6642	46
27939	2250	33
289	17976	35
10587	20262	28
24445	19997	9
25342	8686	9
14244	9106	13
321	12321	27
28194	20754	6
13665	5426	42
29829	7751	5
628	15313	14
4170	7614	32
29137	6131	40
28238	12349	6
1379	24043	22
488	21047	30
9419	7460	46
25888	19697	31
17806	17738	28
13994	14268	3
24083	20163	8
21047	21343	29
7676	21353	44
3295	13596	50
16997	12648	6
4106	7280	27
21242	18937	30
3462	24823	40
939	7537	26
15965	1011	25
27134	19029	1
5540	3393	2
22315	23312	50
25186	25227	26
5898	18291	18
23401	4137	10
8258	5710	38
11421	21631	8
5014	18359	11
13808	2269	4
6546	5056	7
21067	13777	31
22224	22383	11
27163	21324	21
23661	10412	1
10379	14185	29
5543	25677	33
6335	13733	19
23993	24438	36
22516	10650	34
24870	24015	40
29737	20409	11
3690	13517	27
3307	13328	38
4498	10688	6
29796	21335	37
27589	4465	30
8332	23169	14
27803	18091	14
28964	28353	19
16227	13304	45
11951	2641	14
22852	2753	45
24891	990	17
9905	23133	48
28635	12290	29
14555	5190	26
18346	23517	45
11650	12021	15
12043	19607	10
13112	21820	30
5207	7316	22
9319	28302	3
24696	21546	40
5799	699	14
27306	857	42
14099	20847	40
8299	24471	16
25390	11475	42
12507	24156	20
16392	10797	46
21023	28844	44
24230	13082	31
4946	2564	6
7806	15573	37
339	25760	18
11566	1606	50
21684	11731	23
14133	1532	37
2314	21223	38
10149	21992	30
915	26666	32
15337	16560	9
13423	19416	37
22433	427	21
4355	21023	26
7718	7432	25
18772	8063	14
21287	4236	6
7628	26685	3
382	7896	29
15592	9730	47
21630	13234	11
19309	15177	3
29212	18508	6
17165	20863	10
18718	14480	47
18413	15947	28
18570	26662	33
29480	28319	22
11799	25359	34
3504	20587	50
25754	14923	33
14320	14588	14
11884	22594	3
29783	805	11
698	130	23
27887	9866	20
20880	21502	27
12047	20274	28
14829	10641	16
27911	2855	41
12846	7506	1
8662	26585	9
4919	12540	14
15048	20146	49
15577	11105	38
11271	28910	37
15448	15624	48
29605	10533	12
7210	18112	3
14130	21524	40
5598	14192	11
21009	3687	13
23747	5700	36
19744	16524	18
13032	9036	14
21823	28285	10
13517	17076	7
5495	9120	19
11985	8590	2
6362	20362	11
27762	24606	15
4478	4980	13
6494	1717	40
27301	13502	41
20473	17176	36
6620	29955	9
4764	22966	5
25818	17231	46
15218	17009	42
4874	10031	8
12031	1902	49
26993	21801	32
27786	9134	41
14726	12336	38
29058	10593	25
8536	19456	47
12328	2730	37
18677	22780	17
15823	24499	23
7651	1226	13
22815	2329	14
22230	13822	8
9290	13394	4
9571	1444	7
23217	12832	21
29714	12918	46
25735	11805	21
2823	14699	19
13616	15807	48
21982	24758	49
16187	2933	10
17950	21280	20
19359	21152	13
10428	10917	44
20474	20031	40
19172	29905	9
20174	14717	7
11129	25878	24
22834	20141	19
1938	6102	29
2054	28494	37
28933	23823	3
29766	29883	31
12234	19499	48
4315	5683	18
11357	9193	35
22352	1965	13
29939	12107	24
20316	17272	17
25773	19872	1
9697	21665	29
10034	22398	2
24984	25633	17
3331	7929	12
23057	20575	42
19411	25945	42
23268	14107	17
26069	13856	24
26510	6648	48
4205	21896	21
10165	15543	30
20476	8402	45
13376	14076	6
28205	26637	27
14347	12197	39
1844	23752	23
6545	17684	33
6808	4982	43
1541	9955	5
2292	19752	37
11189	11043	36
16787	2639	42
469	29362	38
15159	15183	3
14290	29757	50
2516	13070	7
9411	9219	48
28602	10259	7
21676	11935	27
20844	14969	28
18570	26662	7
21600	10729	32
5154	11981	10
22711	21879	17
29253	26955	43
15859	23241	32
12336	21526	9
20957	2942	37
208	7293	36
14713	13512	49
8911	29220	28
17215	10307	17
15672	6940	39
1003	23943	8
19022	27291	31
28948	10792	42
17636	15006	8
22358	4579	50
15805	23268	12
27589	4825	30
13152	25153	37
2150	2772	26
22240	5859	18
12630	28072	5
11985	8590	1
13370	10923	13
28509	25781	17
18327	16310	8
22558	8218	8
24198	8642	15
11297	19073	36
15377	15211	19
23154	25357	34
9837	23492	8
9722	6831	21
7952	6275	9
12043	24488	46
28683	27138	24
28319	6347	43
17471	3715	47
2516	13070	29
21249	27103	34
342	22158	16
2391	2660	27
22682	16996	9
2643	28272	42
23172	29283	10
18662	5187	31
13569	7343	26
20354	19412	37
12684	18721	6
20627	2342	50
16819	411	17
3849	12503	33
2073	4284	18
6634	19394	23
28093	10575	19
22985	27935	11
2797	1886	42
16887	28292	13
15475	17163	20
18674	19650	42
29480	28211	6
28544	17432	34
4310	15463	5
15955	7921	38
18963	24978	19
11180	25928	14
140	13842	19
5203	20241	49
24605	14731	9
24443	18301	24
13048	21079	28
760	3518	50
29300	18081	39
24959	7534	3
19430	21490	6
9793	29528	2
13311	10873	26
11181	23011	9
20711	14864	4
29344	24079	7
17200	10398	32
2331	10595	30
9867	16885	36
22496	8879	9
27752	8901	39
15869	11451	24
29817	5276	45
14074	23070	48
21138	4010	2
25157	13344	38
18531	24322	16
4685	13829	32
2709	13960	6
1636	17171	25
10594	23633	31
4961	8837	14
23816	773	34
23841	12814	46
4117	15849	25
1711	14364	34
27365	24720	46
9942	19376	25
22162	15065	46
3838	9187	3
5788	485	25
5388	26394	5
21218	12214	45
21861	20341	36
13423	14111	34
11008	15544	20
9519	18139	3
3301	14365	18
24261	23403	23
1636	17171	41
22892	8739	49
20254	13841	11
29013	27979	41
27962	27696	48
21210	15944	49
21854	29863	7
13340	22750	45
17362	21128	32
21943	17643	11
28408	25555	17
21263	6086	19
1760	12934	3
28154	4019	17
14449	17459	21
2698	1237	10
13200	17657	1
5056	14724	46
26683	16106	16
9463	3722	28
17685	3310	47
11627	10372	30
23782	8692	3
8914	8249	27
13752	29840	3
29011	21348	44
3975	16916	29
28458	15945	43
14501	25856	4
18926	8173	42
29359	8517	38
14916	2991	12
21148	25898	36
23427	687	47
7618	27675	40
591	28745	9
10315	14518	46
21047	21343	28
23458	28514	18
5190	21425	39
23258	24388	21
9808	27418	5
17016	28146	20
11007	12044	32
7232	2558	2
5951	26617	30
21271	5384	27
418	15217	36
29954	12518	30
15068	23105	19
26006	11572	26
16609	13452	1
2327	21034	28
324	9142	47
14693	20809	27
25022	14281	37
21462	13849	26
7448	22951	10
14744	2508	28
6546	5056	13
25954	11623	21
9499	21572	17
4686	10562	41
18935	13171	42
15739	10471	46
15756	11589	26
23357	28391	4
23026	2413	18
13573	1240	43
7049	17128	4
6886	28516	8
6132	19261	22
10072	22730	35
12885	27384	6
14789	18234	26
28448	23833	9
21738	4074	23
25737	22756	29
23331	21635	25
13423	19416	19
23023	1175	28
469	29362	12
25232	16784	34
543	2491	4
13496	24951	41
1320	17109	37
21965	15546	6
1384	14704	25
6552	5270	19
10142	22021	31
14871	23295	6
13049	13727	13
25978	3558	38
23665	12464	41
28377	27155	31
8921	24234	32
20752	27603	17
19108	11049	22
19090	5535	31
6071	22528	32
18568	14038	7
1659	26221	8
11294	3126	7
26606	5518	25
16060	15648	27
21944	172	47
6540	16571	35
20158	5060	18
25998	27975	45
1516	18847	30
7364	17623	40
12129	28905	31
2154	7221	15
16773	23582	27
29989	5345	38
3213	25628	14
14660	29792	45
19899	22316	4
25711	1493	28
22590	5999	37
7723	13382	33
24459	7064	38
20976	12878	35
25094	2940	5
9593	1023	18
19999	11478	1
26617	28707	20
17748	28654	39
14245	19082	35
16314	10216	38
9532	21227	7
8857	19167	21
21531	1189	40
18473	28798	28
29891	17186	5
13771	23384	41
13700	11086	39
20944	3789	1
29900	6092	11
11311	10953	3
18332	5934	23
16496	13339	41
8266	16917	23
5576	5083	23
9596	23557	40
25342	8686	19
24255	12347	40
16124	18578	27
21263	13798	20
29377	2999	17
2129	19434	46
16301	21159	11
24194	18688	8
29970	17274	20
17618	22769	22
5516	22535	35
240	5089	27
5999	18278	34
9473	25321	40
12360	12745	20
27651	8185	24
9794	12002	44
9365	17875	39
1372	10397	16
26070	18073	44
17972	18817	34
3375	19663	45
1488	15159	25
12776	19502	3
1750	27080	14
15241	13532	6
6912	12118	31
15052	16745	48
14812	21123	6
8932	8860	24
14994	7241	11
630	3469	16
7371	28400	27
10979	29911	23
11884	22594	20
5456	29219	36
11332	11230	47
131	10163	46
22240	12514	41
236	26231	2
26296	19137	15
20269	10979	38
8110	8078	6
1517	3872	50
19999	11478	38
6587	24859	50
23029	8524	50
21984	29563	7
9462	15249	44
16129	12793	14
20527	15282	33
16272	11114	26
15152	18328	49
29755	29446	11
6734	15843	31
28135	23849	33
16392	10797	6
26177	12269	45
217	16881	16
15791	4793	35
29929	13745	44
5205	24880	46
2066	923	50
25242	475	7
11663	22051	11
5679	16578	39
19951	23421	8
13988	18883	21
17806	26938	10
22481	9129	18
12249	8943	27
19563	25680	26
29592	15754	28
9788	22963	36
15218	2100	22
28108	4950	8
29403	663	50
12980	4197	14
2144	5875	42
25741	18192	17
10280	18108	28
20639	467	3
9064	27615	20
24611	20991	41
23892	18138	50
3141	9689	22
9719	29154	26
12793	17599	42
17318	12097	35
2739	29861	45
2976	7525	48
26602	19067	37
22836	14134	32
8846	11861	4
2262	21566	26
4431	24158	47
9541	23727	47
11518	26047	39
17480	24373	7
7873	8712	16
20637	13066	29
157	9685	50
1323	15596	26
28917	21744	39
1545	4641	1
21146	14061	40
26504	22496	25
18711	6129	7
8366	4837	39
29053	25502	8
8517	14391	3
23934	27911	32
4805	215	1
5201	22681	14
20727	3425	10
9256	27356	48
21092	16285	21
7839	525	26
15068	24034	15
6688	16097	17
26964	16914	28
16821	28573	27
543	2491	18
6747	6164	1
27354	9537	43
16417	23507	41
16048	22995	6
26300	19947	21
14181	17435	45
27823	11686	3
4946	2564	7
23066	10411	32
13024	12175	1
20792	11293	35
19760	16421	45
7573	24569	22
2401	6328	46
20727	3425	45
11770	12537	34
1727	3861	11
1711	8687	11
10892	2241	39
28459	3355	5
24205	14525	11
10795	19714	16
18584	22100	39
2282	14747	15
5434	706	18
29561	2104	5
7450	23180	2
7081	987	3
24870	5380	42
2386	27230	30
12612	28498	49
20223	16911	25
25484	23588	48
413	13474	5
1816	10393	33
15999	20175	49
4809	23116	18
11306	15704	7
7132	26709	50
27962	758	18
21647	8732	41
8210	1453	31
22558	8218	37
25032	15859	42
9227	7093	14
28494	1482	7
15475	21701	24
24388	21372	6
9221	20626	19
25611	27221	18
18381	9956	5
6336	15968	2
8315	23151	1
24111	23482	4
7008	8048	14
22004	10313	32
19384	2178	43
23896	21358	35
23788	11299	42
28382	27436	11
13808	2269	34
7408	5645	48
19181	21397	24
5656	14223	45
8001	21921	25
18614	21728	45
8896	1192	21
28550	9200	16
18869	20814	19
9354	17349	33
9535	20819	46
29524	8248	3
9532	15965	8
7133	28920	7
22737	11095	48
28536	13895	49
23357	16749	15
2538	14619	39
10267	19246	36
25307	11314	10
8239	5888	5
23180	28611	34
24683	15154	35
917	28607	3
15778	14287	45
22108	29372	42
23542	22556	16
25577	4669	38
2158	10047	35
11271	28910	11
3217	21519	27
11304	3759	45
14521	10766	5
12913	2945	28
2496	13437	14
12033	15793	33
16366	2115	39
26865	17114	43
26370	19686	2
23140	240	32
12280	3945	38
7855	12579	11
1471	2151	14
15644	1502	22
20166	22959	1
23984	7834	3
25492	24101	22
5997	9877	44
24290	20239	46
28623	28696	15
3269	27714	49
23934	29047	25
21905	6682	40
6670	28345	20
24156	27101	13
9994	17948	35
11133	25021	36
4355	21023	44
7884	24628	32
15256	25765	29
11021	6063	24
23101	6739	19
25814	2103	8
24481	5123	10
17784	6664	10
9112	29601	25
7393	6802	45
23667	15363	43
26238	13706	14
24863	395	45
8416	23467	16
10397	16013	38
12325	21434	49
28214	13059	2
6031	11538	12
18638	5440	36
23587	11826	25
20240	11031	20
12283	13420	48
25905	5429	27
16997	12648	15
29213	3485	38
8162	17887	9
22278	9987	39
11220	29349	49
873	24749	32
13441	7709	13
20852	26763	40
14356	1141	9
3039	23574	7
671	15761	22
16853	6302	33
29651	26295	22
29533	8343	8
23011	25815	5
410	29251	37
23968	23681	31
1229	1106	17
9772	5998	33
20206	7930	33
6146	18054	39
20957	2942	22
9793	29528	19
11273	12704	44
24305	13486	31
9953	5731	45
15904	24561	16
10120	7128	11
29541	24272	1
27789	4438	25
3517	3911	19
9344	22836	43
12700	26752	22
12493	7230	16
27036	14290	28
21232	17609	40
3029	7242	26
3975	13134	38
28305	19320	9
10265	27104	28
17811	19365	10
28902	4620	31
29602	14339	34
14950	26103	16
20028	27640	43
28239	14264	22
23368	13912	39
21779	1842	17
15157	1274	27
622	11350	50
29834	13582	35
24298	20566	44
5708	24794	21
29588	9203	39
18024	6820	50
16740	5122	49
17806	27562	2
25473	3648	11
9805	10559	45
25107	10516	23
18855	1008	14
6419	12201	31
1755	16535	5
14721	3460	30
1830	2577	18
17620	14106	36
2391	2660	38
24010	23987	30
29768	4567	46
24947	26435	23
21251	27498	10
15801	12735	19
1080	19830	6
17204	9793	16
13436	499	2
9508	11083	1
21902	13229	38
11536	18403	24
8864	6237	39
5709	26871	28
19793	27635	10
4905	22967	50
23482	27537	11
26724	25837	45
1395	27893	19
23253	4121	42
7601	23039	45
9806	24888	37
15782	24248	46
13702	24395	8
10699	18019	40
29607	7341	26
9444	19721	48
15961	10904	6
20280	17974	8
24494	24285	8
10236	13288	24
6019	6049	32
10407	149	36
10298	12904	18
24432	14903	23
3301	14365	32
12833	7520	24
23542	22556	8
943	22465	14
20154	21392	10
10999	13890	6
304	8876	25
29262	20020	12
13096	7092	28
20327	24934	16
1502	5157	27
29044	26042	44
24706	7441	10
10981	28228	31
11489	1548	48
6075	26022	6
18521	14366	30
28719	28091	38
26683	747	25
29767	10184	3
24451	25611	26
18788	20700	6
2027	24721	47
26096	5409	41
23523	24027	41
19307	12772	10
13145	5991	33
18778	8704	13
10723	20204	24
28704	1622	41
18275	29588	1
2280	24321	13
4704	16816	30
24938	26635	38
4031	17856	28
28388	2064	23
19595	6076	44
12098	11313	36
16364	6420	43
25230	15794	2
18800	8702	3
21044	16490	17
16735	6307	38
5628	7948	37
18308	9411	3
28453	27582	25
25714	3437	17
16095	3843	12
25172	29378	8
25123	2531	16
26561	8602	2
3054	25145	28
22946	1002	50
22065	5047	23
1671	5563	29
2421	12927	23
9431	10355	41
20204	22872	50
14841	15796	49
27697	20000	23
960	8315	5
9924	2155	41
24815	24665	11
18841	16112	19
18826	22946	3
1398	27116	6
18134	17871	50
8221	16990	13
18394	8498	16
16520	26707	9
29565	6299	16
2455	28904	21
3518	11172	37
2706	14176	13
21288	2685	43
23255	16327	11
19028	6912	31
8320	15797	10
17685	12315	32
22354	24287	41
158	2167	16
23401	4137	32
3395	18665	16
15285	18707	29
16636	12031	50
16880	16512	14
3151	21758	5
12983	10029	38
3257	16227	37
9719	21741	5
8638	27398	26
24507	7774	28
27721	2562	31
21827	27684	27
24772	18773	23
28488	19975	41
387	17696	24
16416	8013	44
27491	19955	6
22499	11425	16
21036	21599	11
6903	10531	37
8302	29739	7
3957	19622	13
21700	7860	16
25998	1639	32
2127	23272	37
7527	3758	48
18864	26823	18
599	2160	35
15245	26444	11
20408	21769	30
4185	5436	31
18217	19648	46
22456	2124	47
27991	11113	1
6444	28724	28
23823	21637	19
5337	24915	43
15641	26274	48
21744	21118	24
1815	888	45
4861	25275	49
28093	10575	12
17485	4407	24
2246	25242	45
20983	5952	21
5530	9959	40
22806	6501	8
6667	1804	27
28091	8519	45
1991	20608	29
18193	21260	14
17443	28804	29
11748	17235	25
28635	3028	29
12700	26752	49
18960	11824	43
23733	1614	32
12587	18210	33
28255	4667	12
29768	4567	33
14505	7363	42
26128	543	8
6040	3283	3
16048	22995	38
4183	12063	7
4693	25626	1
3247	27372	27
15830	11767	13
17886	22748	1
15241	13838	7
16904	12037	12
26186	10759	15
13944	9693	23
24177	2012	16
14636	28811	2
17194	22709	49
811	6879	39
23331	13709	40
19856	13879	24
28562	22757	38
9064	13024	33
25998	21746	10
8501	101	38
13910	11794	48
21595	26395	49
19564	13363	33
19511	27070	29
21976	10600	37
15523	874	30
24536	23587	7
15585	12879	20
15977	15493	18
10725	21059	2
27566	21663	12
5447	25342	8
10801	21077	23
15585	13199	32
16183	20006	20
15598	4294	1
28442	8827	44
2421	12927	3
4673	13142	44
2373	6445	40
17407	13006	34
12450	9365	4
11032	11280	18
25497	3047	22
5984	12890	2
25818	17231	46
24569	5279	25
17657	6939	35
14626	25627	5
27626	20532	21
25004	20590	11
29058	8358	47
12043	11712	11
20474	4978	14
13994	17184	17
5799	22930	26
20408	18768	8
21700	17703	29
22340	11229	19
12450	8779	35
23482	22976	35
9411	18043	48
27062	2847	33
12983	10029	26
18882	18094	2
19067	25131	48
29588	21292	28
22352	22820	3
8662	15606	10
10979	28931	22
387	6860	1
29979	29639	15
4686	23003	21
29403	6345	13
10428	10917	29
20473	19732	14
18217	19068	1
13152	21298	25
14950	16943	27
22513	7526	40
15869	17173	35
11773	28037	49
9267	23976	40
22700	11025	30
12630	22889	28
18711	4452	5
20983	5444	13
5056	25173	22
20852	25663	8
11627	12270	48
16443	1505	23
18275	29588	37
25714	24094	13
27397	9938	36
8166	18327	28
26130	12880	26
13049	10956	32
7651	25029	48
16387	18154	14
13994	3086	10
14459	20444	30
103	29210	50
16901	21698	22
29359	23555	40
24536	23587	23
6031	15537	29
15598	19839	46
9164	5659	13
28635	22214	25
413	9996	17
20944	3789	37
10142	316	11
19411	28388	27
21475	19236	31
18960	21764	44
29970	27528	26
19744	8987	22
27762	6585	30
3031	7075	27
5598	14192	30
28704	4733	3
29796	3796	20
3395	22554	25
16787	17986	14
26128	12611	35
20350	16070	16
25172	4017	6
21271	22948	28
12066	8278	15
29138	3730	10
16443	6503	43
15598	19839	28
19086	11359	19
12118	363	43
17806	17101	30
27803	5492	15
1398	4032	49
2706	6541	37
4861	17182	50
3031	28975	9
20869	18059	25
12325	27146	12
29480	17787	22
4945	25225	48
10888	4119	30
14074	398	1
6587	24859	35
10979	29911	15
4780	2133	50
22815	2410	44
17135	12552	4
18674	23026	25
27651	6432	1
15218	2100	36
12980	4197	23
17204	19746	29
9519	7304	2
6688	27212	8
4874	24742	2
20023	6563	45
4478	5013	7
15402	18167	32
25039	10680	30
8332	801	13
20057	10025	29
17016	6248	39
22852	19171	23
19630	5940	12
21486	27826	11
27823	1817	17
19793	27635	48
18473	21438	28
1379	23653	12
26070	5323	50
20983	5444	44
29213	3282	48
15317	23779	5
6808	7006	19
19937	3856	6
20711	26659	40
7133	8538	3
15724	22507	2
29058	25768	45
